Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons,Error
A Foreign Affair,1948,Approved,20 Aug 1948,116 min,"Comedy, Drama, Romance",Billy Wilder,"Charles Brackett, Billy Wilder, Richard L. Breen","Jean Arthur, Marlene Dietrich, John Lund","In occupied Berlin, an army captain is torn between an ex-Nazi café singer and the U.S. congresswoman investigating her.","English, German",United States,Nominated for 2 Oscars. 3 nominations total,https://m.media-amazon.com/images/M/MV5BZDk2NjU4ZTktNjUzZC00ODQ1LWE2NDctMjNkOTJkMzI0Mzc5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,7.3,"8,667",tt0040367,movie,N/A,N/A,N/A,N/A,True,,
Ned Kelly,2003,R,26 Mar 2004,110 min,"Action, Adventure, Biography",Gregor Jordan,"Robert Drewe, John Michael McDonagh","Heath Ledger, Orlando Bloom, Geoffrey Rush",An innocent man becomes one of the most wanted criminals the world has ever known.,"English, Cantonese","Australia, United Kingdom, United States, France",3 wins & 14 nominations,https://m.media-amazon.com/images/M/MV5BYmVjYzRkYjItODlmZS00OTEzLTliZjItYjMwOGRmMzhmY2RmXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.4,"28,300",tt0277941,movie,N/A,"$86,959",N/A,N/A,True,,
Hellboy,2004,PG-13,02 Apr 2004,122 min,"Action, Adventure, Fantasy",Guillermo del Toro,"Guillermo del Toro, Peter Briggs, Mike Mignola","Ron Perlman, Doug Jones, Selma Blair","A demon raised from infancy after being conjured by and rescued from the Nazis, grows up to become a defender against the forces of darkness.","English, Russian, German, Latin",United States,3 wins & 23 nominations,https://m.media-amazon.com/images/M/MV5BNTc1ZWY0ZTEtZTVmNi00MTg0LTg4NmQtZTI4OWNiMmQ0MWZkXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,6.8,"353,976",tt0167190,movie,N/A,"$59,623,958",N/A,N/A,True,,
Home on the Range,2004,PG,02 Apr 2004,76 min,"Animation, Adventure, Comedy","Will Finn, John Sanford","Will Finn, John Sanford, Michael LaBash","Judi Dench, Cuba Gooding Jr., Jennifer Tilly","To save their farm, the resident animals go bounty hunting for a notorious outlaw.","English, Mandarin","United States, Japan",5 nominations,https://m.media-amazon.com/images/M/MV5BYWIyNWEwZDctMzkzNC00NzkyLTk5YWUtOWQ5MzBhMGE1NTE4XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,5.4,"26,559",tt0299172,movie,N/A,"$50,030,461",N/A,N/A,True,,
The Prince,2014,R,22 Aug 2014,93 min,"Action, Thriller",Brian A. Miller,"Andre Fabrizio, Jeremy Passmore","Jason Patric, Bruce Willis, John Cusack","When his daughter is kidnapped, a retired assassin is drawn back into the life he gave up. To rescue her, he must confront his former rival.",English,"United States, United Kingdom",1 nomination,https://m.media-amazon.com/images/M/MV5BMTA4ODEwOTAzNTReQTJeQWpwZ15BbWU4MDAzMDEyMTIx._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}, {'Source': 'Metacritic', 'Value': '19/100'}]",19,4.6,"19,289",tt1085492,movie,N/A,N/A,N/A,N/A,True,,
Walking Tall,2004,PG-13,02 Apr 2004,86 min,"Action, Crime",Kevin Bray,"Mort Briskin, David Klass, Channing Gibson","Dwayne Johnson, Ashley Scott, Johnny Knoxville","A former U.S. soldier returns to his hometown to find it overrun by crime and corruption, which prompts him to clean house.",English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BMTM0MjYzNzM1N15BMl5BanBnXkFtZTcwMDcwNDc3NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,6.3,"110,510",tt0351977,movie,N/A,"$46,437,717",N/A,N/A,True,,
The United States of Leland,2003,R,25 Mar 2005,108 min,Drama,Matthew Ryan Hoge,Matthew Ryan Hoge,"Ryan Gosling, Don Cheadle, Kevin Spacey",A young man's experience in a juvenile detention center that touches on the tumultuous changes that befall his family and the community in which he lives.,English,United States,1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BOWY0ZWQwZTUtOTE1Zi00MTAxLWJmY2QtMWI4NDQ2OTk3NmQ3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",37,7.0,"24,404",tt0301976,movie,N/A,"$343,847",N/A,N/A,True,,
Johnson Family Vacation,2004,PG-13,07 Apr 2004,97 min,Comedy,Christopher Erskin,"Todd R. Jones, Earl Richey Jones","Cedric The Entertainer, Shannon Elizabeth, Shad Moss",Buckle up for the wildest road trip of the year. A comedy adventure about a misfit family trying to survive outrageous obstacles (including one another) on a cross-country trek to their annual family reunion.,English,United States,3 nominations,https://m.media-amazon.com/images/M/MV5BMTQ0Njc1MTIyM15BMl5BanBnXkFtZTcwNDMxMjUyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '6%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",29,4.5,"8,507",tt0359517,movie,N/A,"$31,203,964",N/A,N/A,True,,
The Alamo,2004,PG-13,09 Apr 2004,137 min,"Drama, History, War",John Lee Hancock,"Leslie Bohem, Stephen Gaghan, John Lee Hancock","Dennis Quaid, Billy Bob Thornton, Emilio Echevarría","Based on the 1836 standoff between a group of Texan and Tejano men, led by Davy Crockett and Jim Bowie, and Mexican dictator Santa Anna's forces at the Alamo in San Antonio Texas.","English, Spanish",United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMTAzOTQ5Nzg4MzheQTJeQWpwZ15BbWU2MDQwODAxNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,6.1,"22,489",tt0318974,movie,28 Sep 2004,"$22,414,961",N/A,N/A,True,,
Ella Enchanted,2004,PG,09 Apr 2004,96 min,"Comedy, Family, Fantasy",Tommy O'Haver,"Laurie Craig, Karen McCullah, Kirsten Smith","Anne Hathaway, Hugh Dancy, Cary Elwes","Ella is under a spell to be constantly obedient, a fact she must hide from her new stepfamily in order to protect the prince of the land, her friend for whom she's falling.",English,"Ireland, United Kingdom, United States",1 nomination,https://m.media-amazon.com/images/M/MV5BMDhiYWE2YTQtYjgzNy00ZjlmLWFiZTctODBkNGIxZTJjOGNlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,6.3,"75,851",tt0327679,movie,N/A,"$22,918,387",N/A,N/A,True,,
The Whole Ten Yards,2004,PG-13,09 Apr 2004,98 min,"Comedy, Crime, Thriller",Howard Deutch,"Mitchell Kapner, George Gallo","Bruce Willis, Matthew Perry, Natasha Henstridge","Jimmy the Tulip's quiet new life is shaken up by his old pal Oz, whose wife has been kidnapped by a Hungarian mob. The Tulip and his wife Jill spring into action.","English, Hungarian, Hebrew",United States,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BMTcwMDE5NDcwNl5BMl5BanBnXkFtZTcwMjg1MzUyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '4%'}, {'Source': 'Metacritic', 'Value': '24/100'}]",24,5.5,"59,017",tt0327247,movie,N/A,"$16,328,471",N/A,N/A,True,,
Shade,2003,R,09 May 2004,101 min,"Crime, Thriller",Damian Nieman,Damian Nieman,"Joe Nicolo, Carl Mazzocone Sr., George Tovar","A group of hustlers encounter ""The Dean"" and pull off a successful sting that results in their pursuit by a vengeful gangster.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOWFmMDYxNjgtYTYyNy00MGZiLTllOGYtM2FkYzkxZWNhZDhmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,6.3,"13,326",tt0323939,movie,N/A,"$25,032",N/A,N/A,True,,
Twentynine Palms,2003,Unrated,17 Sep 2003,119 min,"Drama, Horror",Bruno Dumont,Bruno Dumont,"Yekaterina Golubeva, David Wissak","David, an American photographer, and his Russian girlfriend Katia are scouting locations for a photo shoot. During the day, they drive through some of the wildest, most bizarre desert landscapes, but their luck begins to run out.","French, English, Russian","France, Germany, United States",1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BNzc3NDc1YTQtMTE2Mi00M2NjLTkwOWMtMWZmZjZhNmNmMjczL2ltYWdlXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,5.1,"5,153",tt0315110,movie,N/A,"$54,523",N/A,N/A,True,,
Prey for Rock & Roll,2003,R,04 Jun 2004,104 min,"Drama, Music",Alex Steyermark,"Cheri Lovedog, Robin Shushan","Gina Gershon, Lori Petty, Marc Blucas","Prey For Rock &amp; Roll is the story of Jacki and her all-girl rock and roll band, Clam Dandy, who are trying to make it in the LA club scene of the late 1980s. After ten years of being ignored by record producers, Jacki and the band...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTE4MTJlMTEtODRhNS00MWMyLTgzODYtMTMzYjBkZGI4MzRjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,6.1,"2,074",tt0307351,movie,N/A,"$58,040",N/A,N/A,True,,
The Slugger's Wife,1985,PG-13,29 Mar 1985,105 min,"Comedy, Music, Romance",Hal Ashby,Neil Simon,"Michael O'Keefe, Rebecca De Mornay, Martin Ritt","A major league star who is on the verge of breaking a record, meets a singer and they get married, but they have different goals, so they separate, jeopardizing his opportunity in sports and the possibility of making up with his w...",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BOTRlNDI0MjktN2E2Ny00ZDJiLWE1YWMtMmI2M2ViNmZiNDNlXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",29,4.4,"1,287",tt0090036,movie,N/A,"$1,878,561",N/A,N/A,True,,
Beyond the Stars,1989,PG,31 Mar 1989,88 min,"Sci-Fi, Drama",David Saperstein,David Saperstein,"Martin Sheen, Christian Slater, Robert Foxworth",Eric moves to his dad in Oregon after accidentally firing a rocket into his high school. He befriends Mara and a retired astronaut.,English,"United States, Canada",N/A,https://m.media-amazon.com/images/M/MV5BOGEwNzBmNjAtOTYxZi00ODYyLTgxYjctMTExOWU2MTVhNjc1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}]",N/A,5.2,"1,283",tt0096921,movie,N/A,N/A,N/A,N/A,True,,
Mac,1992,R,19 Feb 1993,117 min,Drama,John Turturro,"John Turturro, Brandon Cole","John Turturro, Michael Badalucco, Carl Capotorto","Mac is the ambitious, overbearing, irresistible oldest of three brothers who struggle against all odds to scrape together enough money to start their own business in Queens, New York.","English, Polish, Italian",United States,1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BYjEwMmE0N2QtNzQ2Yy00MjBmLThiOTYtZjE0MjhmMDA4ZDU3XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}]",N/A,6.2,"1,025",tt0104783,movie,N/A,"$39,437",N/A,N/A,True,,
Food of the Gods II,1989,R,19 May 1989,91 min,"Sci-Fi, Horror",Damian Lee,"Richard Bennett, Mike Werb","Paul Coufos, Lisa Schrage, Réal Andrews","A growth hormone experiment gets out of hand, when the the resulting giant man-eating rats escape, reaking havoc on the unsuspecting campus. Much blood-letting follows.",English,Canada,N/A,https://m.media-amazon.com/images/M/MV5BY2E1YWVhOTMtMjhjYS00OTUwLWE3ODUtNDg5MTk3NjNlMThmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.0/10'}]",N/A,4.0,"1,394",tt0097371,movie,N/A,N/A,N/A,N/A,True,,
High Risk,1995,R,12 Jul 1995,101 min,"Action, Comedy, Crime","Jing Wong, Wai-Lun Lam","Domonic Muir, Jing Wong","Jet Li, Chingmy Yau, Jacky Cheung","Bodyguard Kit Li's martial arts skills are put to the test when a villainous gang attempts to steal Russian crown jewels from a Hong Kong hotel where his cowardly client, actor Frankie Lane, is attending an exhibition.","Cantonese, Mandarin, English",Hong Kong,2 nominations,https://m.media-amazon.com/images/M/MV5BYThkMmQ5NDItOTAxNS00YmFkLThhMmItOTgxNGY3YTZhMDZlXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",N/A,6.1,"4,658",tt0114437,movie,N/A,N/A,N/A,N/A,True,,
The Osterman Weekend,1983,R,23 Oct 1983,103 min,"Action, Drama, Thriller",Sam Peckinpah,"Robert Ludlum, Ian Masters, Alan Sharp","Rutger Hauer, John Hurt, Craig T. Nelson","During the Cold War, a controversial television journalist is asked by the C.I.A. to persuade certain acquaintances, who are Soviet Agents of the Omega network, to defect.",English,United States,2 wins,https://m.media-amazon.com/images/M/MV5BMDk0MGM4ZjMtNjQ2Yi00NmViLTk5ZDUtZDA0ZTUxODgzNGQyXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}]",N/A,5.8,"9,534",tt0086058,movie,N/A,"$6,486,797",N/A,N/A,True,,
Munchies,1987,PG,01 Mar 1987,83 min,"Comedy, Fantasy, Horror",Tina Hirsch,Lance Smith,"Harvey Korman, Charlie Stratton, Nadine Van der Velde","A scientist discovers a strange little creature in a cave. The ""munchie"" is obviously of extraterrestrial origin, but what he doesn't know is the danger it represents.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYzQ4ZDlkMzItOTRkZS00M2YwLWIyMDItMzg4NGY2N2ZkODdhXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.9/10'}]",N/A,3.9,"2,110",tt0093582,movie,N/A,N/A,N/A,N/A,True,,
Hangman's Curse,2003,PG-13,12 Sep 2003,106 min,"Horror, Mystery, Thriller",Rafal Zielinski,"Frank Peretti, Kathy Mackel, Stan Foster","David Keith, Mel Harris, Leighton Meester",Bullying students are becoming deathly ill after screaming the name of a legendary ghost. What's to blame? An exotic illness? An illicit drug? Or is it the supernatural? The clues are few and time is running out for the students o...,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNTM0MDc4NjY5Nl5BMl5BanBnXkFtZTYwNTcxNjM3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}]",N/A,4.8,"2,713",tt0342508,movie,N/A,"$168,406",N/A,N/A,True,,
Jersey Girl,2004,PG-13,26 Mar 2004,102 min,"Comedy, Drama, Romance",Kevin Smith,Kevin Smith,"Ben Affleck, Liv Tyler, Raquel Castro",A widower must look after his precocious daughter and rebuild his life and career after he's sidelined by an unexpected tragedy and a personal blowup.,English,United States,2 wins & 8 nominations,https://m.media-amazon.com/images/M/MV5BZTYxMTZlNTEtMjlmZS00ODFiLTg5ODUtYzJkMzc1MGNhYjVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,6.2,"71,466",tt0300051,movie,N/A,"$25,268,157",N/A,N/A,True,,
The American Nightmare,2000,Not Rated,20 Jul 2003,73 min,"Documentary, Horror",Adam Simon,Adam Simon,"George A. Romero, John Carpenter, Tom Savini","An examination into the nature of 1960s-'70s horror films, the artists involved, and how they reflected contemporary society.",English,"United States, United Kingdom",N/A,https://m.media-amazon.com/images/M/MV5BYTM2ZTdiYTgtMmVkNi00YzgwLWJkN2EtMzA2MzQzOGVkNGM3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}]",N/A,7.2,"1,998",tt0259182,movie,N/A,N/A,N/A,N/A,True,,
After Hours,1985,R,11 Oct 1985,97 min,"Comedy, Crime, Drama",Martin Scorsese,Joseph Minion,"Griffin Dunne, Rosanna Arquette, Verna Bloom","Ordinary word processor Paul Hackett experiences the worst night of his life after he agrees to visit Marcy, a Soho resident that he met that evening at a coffee shop.",English,United States,Nominated for 1 BAFTA Award3 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BMTUxMjEzMzI2MV5BMl5BanBnXkFtZTgwNTU3ODAxMDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",90,7.6,"83,520",tt0088680,movie,N/A,"$10,609,321",N/A,N/A,True,,
Hitman Hart: Wrestling with Shadows,1998,R,20 Dec 1998,93 min,"Documentary, Biography, Sport",Paul Jay,Paul Jay,"Bret Hart, Owen Hart, Brian Pillman",Documentary focusing on the career of pro wrestler Bret Hart &amp; his controversial exit from the WWF.,English,"United States, Canada",7 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BMTI0NTkxNTQ1Ml5BMl5BanBnXkFtZTcwMDgzNTQyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",N/A,8.1,"4,424",tt0179218,movie,N/A,N/A,N/A,N/A,True,,
Connie and Carla,2004,PG-13,16 Apr 2004,98 min,"Comedy, Crime, Music",Michael Lembeck,Nia Vardalos,"Nia Vardalos, Toni Collette, David Duchovny","A mob mix-up in Chicago sends two chanteuses screaming for L.A., where they score a perfect gig: posing as drag queens on the dinner theater/cabaret circuit. Things get extra-weird when a guy falls for one of the girls.",English,United States,1 win,https://m.media-amazon.com/images/M/MV5BMTgyMzMyNDU0MV5BMl5BanBnXkFtZTYwMjg4MjI3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,6.3,"8,717",tt0345074,movie,N/A,"$8,085,771",N/A,N/A,True,,
Kill Bill: Vol. 2,2004,R,16 Apr 2004,137 min,"Action, Crime, Thriller",Quentin Tarantino,"Quentin Tarantino, Uma Thurman","Uma Thurman, David Carradine, Michael Madsen","The Bride continues her quest of vengeance against her former boss and lover Bill, the reclusive bouncer Budd, and the treacherous, one-eyed Elle.","English, Cantonese, Mandarin, Spanish",United States,23 wins & 84 nominations,https://m.media-amazon.com/images/M/MV5BNmFiYmJmN2QtNWQwMi00MzliLThiOWMtZjQxNGRhZTQ1MjgyXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",83,8.0,"816,094",tt0378194,movie,N/A,"$66,208,183",N/A,N/A,True,,
Paper Clips,2004,G,04 Aug 2006,82 min,"Documentary, War","Elliot Berlin, Joe Fab",Joe Fab,"Sandra Roberts, Dagmar Schroeder-Hildebrand, Tom Bosley","As a part of their study of the Holocaust, the children of the Whitwell, TN Middle School try to collect 6 million paper clips representing the 6 million Jews killed by the Nazis, and grows to include millions of others killed.","English, German",United States,11 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BNzZkYmJkM2YtZTllZi00OTQ3LTlkZGMtMWEyMDNhNzkzMzhjXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,7.3,"1,786",tt0380615,movie,N/A,"$1,121,744",N/A,N/A,True,,
A Thousand Clouds of Peace,2003,Not Rated,02 Apr 2004,83 min,"Drama, Romance",Julián Hernández,Julián Hernández,"Juan Carlos Ortuño, Juan Carlos Torres, Salvador Alvarez","Gerardo, a 17-year old guy has just finished his relationship with Bruno and starts wandering hopeless through the streets of the city. In his wandering he's tortured by images: each masculine body he sees reminds him of his lover...","Spanish, English",Mexico,5 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BNWJhYWY2MTgtM2NjMi00OWY3LWE0ZmUtNjQxODU3ODNhZDM3XkEyXkFqcGdeQXVyMTU3NDU4MDg2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",35,5.5,521,tt0358590,movie,N/A,"$48,782",N/A,N/A,True,,
